ProviderID,ProviderName,ProviderType,ProviderPrimaryInspectionCategory,ProviderStreetAddress,ProviderAddressLine2,ProviderCity,ProviderPostCode,ProviderLocalAuthority,ProviderRegion,Service/PopulationGroup,Domain,LatestRating,PublicationDate,ReportType,InheritedRating(Y/N),URL,BrandID,BrandName
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Well-led,Good,26/04/2017,CoreService,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Caring,Good,26/04/2017,Provider,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Effective,Good,26/04/2017,Provider,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Overall,Good,26/04/2017,Provider,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Responsive,Good,26/04/2017,Provider,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Safe,Good,26/04/2017,Provider,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-165291700,Anglian Community Enterprise Community Interest Company (ACE CIC),Independent Healthcare Org,Community health - NHS & Independent,659-662 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Well-led,Requires improvement,26/04/2017,Provider,N,http://www.cqc.org.uk/provider/1-165291700,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community end of life care,Caring,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community end of life care,Effective,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community end of life care,Overall,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community end of life care,Responsive,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community end of life care,Safe,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community end of life care,Well-led,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health inpatient services,Caring,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health inpatient services,Effective,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health inpatient services,Overall,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health inpatient services,Responsive,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health inpatient services,Safe,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health inpatient services,Well-led,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health services for adults,Caring,Outstanding,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health services for adults,Effective,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health services for adults,Overall,Outstanding,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health services for adults,Responsive,Outstanding,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health services for adults,Safe,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Community health services for adults,Well-led,Good,15/05/2019,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Caring,Outstanding,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Effective,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Overall,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Responsive,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Safe,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,"Community health services for children, young people and families",Well-led,Good,08/03/2017,CoreService,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Caring,Outstanding,15/05/2019,Provider,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Effective,Good,15/05/2019,Provider,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Overall,Outstanding,15/05/2019,Provider,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Responsive,Outstanding,15/05/2019,Provider,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Safe,Good,15/05/2019,Provider,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-168055209,Provide Community Interest Company,Independent Healthcare Org,Community health - NHS & Independent,900 The Crescent,Colchester Business Park,Colchester,CO4 9YQ,Essex,East of England,Overall,Well-led,Good,15/05/2019,Provider,N,http://www.cqc.org.uk/provider/1-168055209,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Caring,Good,11/12/2019,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Effective,Good,11/12/2019,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Overall,Good,11/12/2019,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Responsive,Outstanding,11/12/2019,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Safe,Requires improvement,11/12/2019,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Well-led,Good,11/12/2019,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Caring,Good,15/02/2018,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Effective,Requires improvement,15/02/2018,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
1-177460793,NAViGO Health and Social Care CIC,Independent Healthcare Org,Mental health - community & hospital - independent,NAViGO House,3-7 Brighowgate,Grimsby,DN32 0QE,North East Lincolnshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Overall,Good,15/02/2018,CoreService,N,http://www.cqc.org.uk/provider/1-177460793,-,-
